row_id;duration_in_month;purpose;present_emp_since;installment_as_income_perc;personal_status_sex;property;age;housing;credits_this_bank;job;people_under_maintenance;norm_age;migration_risk;real_state;score_default_dummy;Partición;score_default_logistic;$LP-score_default_dummy;score_default_TAN;$BP-score_default_dummy;score_default_markow;$BP1-score_default_dummy;punishment_value;client_price
718;24;1;2;0,03;1;2;31;2;2;0;1;3,433987204;0,032876712;0;1;2_Comprobación;1;0,66361217;1;0,737133079;1;0,666666667;0,073713308;91189,42261
96;12;1;3;0,04;0;2;61;2;1;0;1;4,110873864;0,016438356;0;1;1_Entrenamiento;0;0,85015241;0;0,734069175;0;0,822033898;0,073406918;91164,10847
641;15;1;3;0,04;1;2;38;2;2;1;1;3,63758616;0,008219178;0;0;1_Entrenamiento;0;0,720735756;0;0,919072842;0;0,822033898;0,091907284;92692,61931
230;36;1;2;0,04;1;2;26;2;1;0;1;3,258096538;0,016438356;0;1;1_Entrenamiento;1;0,788472693;1;0,856702749;1;0,805555556;0,085670275;92177,31405
327;24;1;3;0,04;0;2;34;2;1;0;2;3,526360525;0,021917808;0;0;1_Entrenamiento;0;0,605684629;0;0,530977351;0;0,64028777;0,053097735;89486,15224
948;18;0;1;0,04;0;3;43;2;1;1;2;3,761200116;0,032876712;1;0;2_Comprobación;0;0,770457488;0;0,726849503;0;0,64028777;0,07268495;91104,45913
347;24;1;1;0,01;0;1;23;3;1;1;1;3,135494216;0,008219178;0;1;1_Entrenamiento;1;0,85696184;1;0,801594914;1;0,636363636;0,080159491;91722,00997
195;9;1;3;0,02;0;2;34;2;2;0;1;3,526360525;0,021917808;0;1;1_Entrenamiento;0;0,703497592;1;0,516692986;0;0,610169492;0,051669299;89368,134
303;10;1;3;0,04;1;3;49;2;2;0;1;3,891820298;0,021917808;1;0;1_Entrenamiento;0;0,838480219;0;0,709421498;0;0,822033898;0,07094215;90960,46795
979;15;1;2;0,02;0;3;25;3;1;0;1;3,218875825;0,016438356;1;0;1_Entrenamiento;0;0,608434545;0;0,7390276;0;0,610169492;0,07390276;91205,07526
251;12;0;2;0,01;0;2;46;2;1;1;1;3,828641396;0,016438356;0;1;1_Entrenamiento;1;0,509945132;0;0,651553578;1;0,5;0,065155358;90482,3599
466;24;1;1;0,04;0;2;29;3;1;1;1;3,36729583;0,032876712;0;0;1_Entrenamiento;0;0,591384099;0;0,814321573;0;0,64028777;0,081432157;91827,15835
505;10;1;2;0,04;1;3;27;2;1;1;1;3,295836866;0,008219178;1;1;2_Comprobación;0;0,843194628;0;0,695758702;0;0,822033898;0,06957587;90847,58515
506;15;1;2;0,02;1;2;36;2;1;0;1;3,583518938;0,032876712;0;1;2_Comprobación;1;0,574770328;0;0,51194146;0;0,610169492;0,051194146;89328,87662
130;48;1;3;0,01;0;2;24;2;1;0;1;3,17805383;0,016438356;0;1;1_Entrenamiento;1;0,979746734;1;1;1;1;0,1;93361,2441
193;6;1;3;0,02;0;4;29;3;1;0;1;3,36729583;0,016438356;1;0;1_Entrenamiento;0;0,835016411;0;0,662070319;0;0,610169492;0,066207032;90569,24982
571;30;1;3;0,03;1;2;38;2;1;0;1;3,63758616;0,016438356;0;1;2_Comprobación;1;0,778859946;1;0,793064143;1;0,666666667;0,079306414;91651,52825
521;18;1;2;0,02;0;4;24;2;1;0;1;3,17805383;0,016438356;1;0;2_Comprobación;0;0,583236009;1;0,63627177;1;0,714285714;0,063627177;90356,10073
526;15;1;2;0,04;0;2;31;2;1;0;1;3,433987204;0,010958904;0;0;2_Comprobación;0;0,807751943;0;0,854097703;0;0,822033898;0,08540977;92155,79101
958;28;1;2;0,03;1;2;45;2;1;1;1;3,80666249;0,016438356;0;0;2_Comprobación;1;0,743108411;1;0,550526596;1;0,666666667;0,05505266;89647,66922
719;20;1;3;0,03;0;2;31;2;2;0;1;3,433987204;0,016438356;0;1;1_Entrenamiento;0;0,572661034;1;0,758723207;1;0,666666667;0,075872321;91367,80148
499;6;1;3;0,02;1;2;28;2;2;0;2;3,33220451;0,016438356;0;0;2_Comprobación;0;0,673921164;1;0,565766677;0;0,610169492;0,056576668;89773,58363
871;6;1;3;0,01;1;4;46;2;2;0;2;3,828641396;0;1;0;2_Comprobación;0;0,649817851;0;0,629563455;1;0,5;0,062956346;90300,67625
30;18;0;1;0,03;0;4;36;2;1;0;1;3,583518938;0,021917808;1;0;1_Entrenamiento;0;0,71117036;1;0,583236844;1;0,666666667;0,058323684;89917,92315
132;15;0;1;0,02;1;3;27;2;2;1;1;3,295836866;0,010958904;1;1;1_Entrenamiento;1;0,509021584;1;0,563402369;0;0,610169492;0,056340237;89754,04958
186;9;1;3;0,02;0;1;74;1;1;0;2;4,304065093;0,016438356;0;1;1_Entrenamiento;0;0,595926128;1;0,668193872;0;0,610169492;0,066819387;90619,84296
134;60;1;3;0,02;0;4;21;2;1;0;1;3,044522438;0,016438356;1;1;1_Entrenamiento;1;0,984682082;1;1;1;1;0,1;93361,2441
778;36;1;3;0,04;1;2;38;2;2;0;1;3,63758616;0,032876712;0;1;2_Comprobación;1;0,798815655;1;0,813936627;1;0,805555556;0,081393663;91823,9779
20;9;1;2;0,04;1;2;48;2;3;0;1;3,871201011;0,016438356;0;0;2_Comprobación;0;0,828737615;0;0,693719013;0;0,822033898;0,069371901;90830,73313
212;27;0;1;0,02;1;3;50;2;2;0;1;3,912023005;0,016438356;1;1;1_Entrenamiento;1;0,790057228;1;0,805548479;1;0,714285714;0,080554848;91754,67455
57;36;1;2;0,02;0;2;31;2;2;0;1;3,433987204;0,016438356;0;1;1_Entrenamiento;1;0,881570423;1;0,892342135;1;0,875;0,089234214;92471,76868
901;20;1;1;0,02;1;4;44;2;2;0;1;3,784189634;0,016438356;1;1;1_Entrenamiento;1;0,588715358;1;0,732065;1;0,714285714;0,0732065;91147,54986
674;21;0;1;0,04;1;4;41;2;1;1;2;3,713572067;0,016438356;1;0;2_Comprobación;0;0,665727257;0;0,685715745;0;0,64028777;0,068571574;90764,60967
996;30;1;2;0,04;1;3;40;2;1;0;1;3,688879454;0,016438356;1;0;1_Entrenamiento;1;0,616457173;0;0,517883267;0;0,64028777;0,051788327;89377,96817
749;15;1;3;0,02;1;2;33;2;1;0;1;3,496507561;0,016438356;0;1;1_Entrenamiento;1;0,559264154;1;0,565766677;0;0,610169492;0,056576668;89773,58363
333;48;1;2;0,02;0;2;24;3;2;1;1;3,17805383;0,008219178;0;1;1_Entrenamiento;1;0,963692427;1;1;1;1;0,1;93361,2441
662;21;0;3;0,04;1;4;50;2;2;0;1;3,912023005;0,016438356;1;1;2_Comprobación;0;0,669589975;0;0,61958313;0;0,64028777;0,061958313;90218,21824
226;48;1;3;0,01;1;1;27;2;2;0;1;3,295836866;0,032876712;0;1;2_Comprobación;1;0,992747726;1;1;1;1;0,1;93361,2441
270;18;1;3;0,04;1;3;32;2;1;0;1;3,465735903;0;1;1;1_Entrenamiento;0;0,705610753;0;0,694937436;0;0,64028777;0,069493744;90840,79981
701;48;1;3;0,04;1;1;46;1;2;0;1;3,828641396;0,016438356;0;1;2_Comprobación;1;0,956802827;1;1;1;1;0,1;93361,2441
424;12;0;3;0,01;0;3;25;2;1;0;1;3,218875825;0,032876712;1;1;2_Comprobación;0;0,528194313;0;0,712031403;1;0,5;0,07120314;90982,03113
654;24;1;3;0,04;1;2;35;2;2;0;1;3,555348061;0,021917808;0;1;1_Entrenamiento;1;0,512813468;1;0,518425324;0;0,64028777;0,051842532;89382,44667
705;15;1;3;0,01;0;1;35;1;1;0;1;3,555348061;0,008219178;0;1;1_Entrenamiento;1;0,691837409;1;0,59780099;1;0,5;0,059780099;90038,25295
342;18;1;1;0,01;0;4;25;3;1;0;1;3,218875825;0,010958904;1;1;1_Entrenamiento;1;0,55698417;0;0,633949379;1;0,636363636;0,063394938;90336,913
559;18;0;1;0,02;1;4;31;2;2;1;1;3,433987204;0,016438356;1;1;1_Entrenamiento;1;0,540364477;1;0,671006045;1;0,714285714;0,067100604;90643,07729
82;18;0;2;0,03;0;3;24;3;1;1;1;3,17805383;0,008219178;1;0;1_Entrenamiento;0;0,672515728;1;0,508269969;1;0,666666667;0,050826997;89298,54255
264;10;1;3;0,03;1;4;32;2;2;1;2;3,465735903;0;1;0;1_Entrenamiento;0;0,793218386;0;0,873120843;0;0,8;0,087312084;92312,96127
322;24;1;3;0,02;1;1;34;1;1;0;1;3,526360525;0,065753425;0;0;1_Entrenamiento;1;0,868569128;1;0,854988023;1;0,714285714;0,085498802;92163,14688
442;20;1;2;0,02;1;2;29;2;2;0;1;3,36729583;0,021917808;0;1;1_Entrenamiento;1;0,688876087;1;0,827303912;1;0,714285714;0,082730391;91934,41917
614;18;0;3;0,04;0;4;22;2;1;0;1;3,091042453;0,032876712;1;0;1_Entrenamiento;0;0,809231311;0;0,776617077;0;0,64028777;0,077661708;91515,64166
960;6;1;3;0,02;0;4;30;3;2;0;1;3,401197382;0,016438356;1;0;1_Entrenamiento;0;0,835016411;0;0,662070319;0;0,610169492;0,066207032;90569,24982
967;15;1;3;0,04;0;2;54;3;1;0;1;3,988984047;0,032876712;0;1;1_Entrenamiento;0;0,79433369;0;0,790466846;0;0,822033898;0,079046685;91630,06924
683;24;1;1;0,03;0;1;47;1;3;0;1;3,850147602;0,021917808;0;1;1_Entrenamiento;1;0,65777506;1;0,855563825;1;0,666666667;0,085556382;92167,90419
365;12;0;3;0,02;1;2;36;2;1;0;1;3,583518938;0,016438356;0;0;2_Comprobación;0;0,520789803;1;0,565766677;0;0,610169492;0,056576668;89773,58363
947;12;1;1;0,04;1;1;38;2;1;0;1;3,63758616;0,016438356;0;1;2_Comprobación;0;0,681088439;0;0,623679725;0;0,822033898;0,062367972;90252,06454
969;11;1;2;0,01;1;4;40;2;2;1;2;3,688879454;0,016438356;1;0;1_Entrenamiento;0;0,500506604;0;0,517739868;1;0,5;0,051773987;89376,7834
360;18;1;2;0,04;1;1;61;1;1;0;1;4,110873864;0,008219178;0;1;1_Entrenamiento;0;0,536831667;0;0,590404789;0;0,64028777;0,059040479;89977,14512
721;6;1;1;0,04;0;3;24;3;1;0;2;3,17805383;0,016438356;1;0;1_Entrenamiento;0;0,929366789;0;0,8931267;0;0,822033898;0,08931267;92478,25081
980;30;0;3;0,02;1;3;49;2;1;0;1;3,891820298;0,016438356;1;1;1_Entrenamiento;1;0,838438288;1;0,805548479;1;0,714285714;0,080554848;91754,67455
126;12;1;2;0,04;0;4;40;2;1;1;1;3,688879454;0,016438356;1;0;1_Entrenamiento;0;0,894121217;0;0,88565263;0;0,822033898;0,088565263;92416,49961
292;24;1;3;0,02;0;1;44;1;2;0;2;3,784189634;0,016438356;0;1;1_Entrenamiento;1;0,771781492;1;0,88101388;1;0,714285714;0,088101388;92378,17399
86;18;0;1;0,04;0;3;27;2;2;0;1;3,295836866;0,032876712;1;0;2_Comprobación;0;0,773521699;0;0,834027828;0;0,64028777;0,083402783;91989,97256
428;9;0;3;0,01;1;2;20;2;1;0;1;2,995732274;0,008219178;0;0;1_Entrenamiento;1;0,537401279;0;0,509777969;1;0,5;0,050977797;89311,00174
22;10;1;1;0,01;1;4;48;3;2;1;2;3,871201011;0;1;0;2_Comprobación;0;0,542973494;0;0,632404132;1;0,5;0,063240413;90324,14609
823;8;1;3;0,04;1;4;47;2;2;1;1;3,850147602;0,008219178;1;0;1_Entrenamiento;0;0,892176331;0;0,888224589;0;0,822033898;0,088822459;92437,74929
289;24;1;1;0,04;0;4;48;2;1;0;1;3,871201011;0,008219178;1;0;1_Entrenamiento;0;0,710333381;0;0,843621769;0;0,64028777;0,084362177;92069,23824
62;36;0;3;0,04;1;1;61;1;1;0;1;4,110873864;0,016438356;0;1;2_Comprobación;1;0,859638263;1;0,890955412;1;0,805555556;0,089095541;92460,3115
757;15;1;2;0,03;1;1;39;1;2;0;1;3,663561646;0,016438356;0;1;2_Comprobación;1;0,537097493;0;0,589355628;0;0,8;0,058935563;89968,47689
84;10;1;3;0,03;1;4;52;2;1;1;1;3,951243719;0,008219178;1;0;1_Entrenamiento;0;0,787990157;0;0,873120843;0;0,8;0,087312084;92312,96127
328;36;1;3;0,04;1;2;31;2;1;0;1;3,433987204;0,016438356;0;1;1_Entrenamiento;1;0,788472693;1;0,856702749;1;0,805555556;0,085670275;92177,31405
837;4;0;1;0,01;0;4;23;3;1;1;2;3,135494216;0,010958904;1;0;2_Comprobación;0;0,777896408;0;0,728781772;1;0,5;0,072878177;91120,42364
192;27;0;2;0,04;1;2;36;2;1;0;2;3,583518938;0,032876712;0;1;1_Entrenamiento;1;0,602228307;0;0,559378472;0;0,64028777;0,055937847;89720,80392
169;24;0;3;0,04;1;4;31;2;2;0;1;3,433987204;0,016438356;1;1;1_Entrenamiento;0;0,59506589;0;0,61958313;0;0,64028777;0,061958313;90218,21824
847;24;1;1;0,04;0;4;28;2;1;0;1;3,33220451;0,016438356;1;0;1_Entrenamiento;0;0,703792071;0;0,717822351;0;0,64028777;0,071782235;91029,87628
407;15;1;1;0,04;0;4;27;2;1;0;1;3,295836866;0;1;0;1_Entrenamiento;0;0,869067213;0;0,924591994;0;0,822033898;0,092459199;92738,21886
286;48;1;3;0,04;1;3;26;2;1;0;2;3,258096538;0,010958904;1;1;1_Entrenamiento;1;0,915427569;1;1;1;1;0,1;93361,2441
771;36;1;2;0,03;0;1;25;2;2;0;1;3,218875825;0,032876712;0;1;2_Comprobación;1;0,878791798;1;1;1;1;0,1;93361,2441
315;36;0;3;0,04;1;2;31;2;1;0;1;3,433987204;0,008219178;0;0;1_Entrenamiento;1;0,783157275;1;0,738160298;1;0,805555556;0,07381603;91197,90956
198;24;1;3;0,04;1;1;36;1;1;0;1;3,583518938;0,016438356;0;1;1_Entrenamiento;1;0,628725998;1;0,595344067;0;0,64028777;0,059534407;90017,95371
579;24;1;1;0,04;0;2;27;2;2;1;1;3,295836866;0,010958904;0;0;1_Entrenamiento;0;0,611568467;0;0,850219056;0;0,64028777;0,085021906;92123,7454
633;9;0;1;0,02;0;2;19;3;2;0;1;2,944438979;0,016438356;0;0;2_Comprobación;0;0,707870523;1;0,516692986;0;0,610169492;0,051669299;89368,134
167;11;0;1;0,04;0;4;20;2;1;0;1;2,995732274;0,032876712;1;0;1_Entrenamiento;0;0,899792191;0;0,887661361;0;0,822033898;0,088766136;92433,09586
77;11;1;3;0,02;1;3;51;2;1;0;1;3,931825633;0,008219178;1;1;1_Entrenamiento;0;0,603568618;0;0,636950696;0;0,610169492;0,06369507;90361,71005
782;12;1;2;0,02;1;4;31;2;1;1;1;3,433987204;0,032876712;1;0;1_Entrenamiento;0;0,602954734;0;0,675372955;0;0,610169492;0,067537295;90679,15695
61;15;1;3;0,04;1;4;50;2;2;0;1;3,912023005;0,016438356;1;1;1_Entrenamiento;0;0,793982112;0;0,787310891;0;0,822033898;0,078731089;91603,99456
542;30;0;3;0,04;1;3;31;2;1;0;1;3,433987204;0,008219178;1;1;2_Comprobación;1;0,608962949;0;0,694937436;0;0,64028777;0,069493744;90840,79981
435;12;1;2;0,02;0;4;25;2;1;0;1;3,218875825;0,065753425;1;1;1_Entrenamiento;0;0,687690433;0;0,68509128;0;0,610169492;0,068509128;90759,4503
404;18;1;3;0,04;1;2;43;2;1;0;2;3,761200116;0,008219178;0;1;1_Entrenamiento;0;0,655688509;0;0,66329366;0;0,64028777;0,066329366;90579,35712
406;24;1;3;0,04;1;2;43;2;2;0;2;3,761200116;0,016438356;0;1;1_Entrenamiento;1;0,507551957;1;0,518425324;0;0,64028777;0,051842532;89382,44667
565;24;1;3;0,03;0;3;23;3;2;0;1;3,135494216;0,032876712;1;0;2_Comprobación;1;0,500130075;0;0,585328379;1;0,666666667;0,058532838;89935,20354
884;24;0;3;0,03;1;2;43;2;1;0;1;3,761200116;0,021917808;0;1;1_Entrenamiento;1;0,654148118;1;0,793064143;1;0,666666667;0,079306414;91651,52825
382;22;1;3;0,04;0;3;25;3;1;0;1;3,218875825;0,008219178;1;1;2_Comprobación;0;0,709826337;0;0,886332364;0;0,64028777;0,088633236;92422,11562
880;24;1;3;0,03;1;2;38;2;1;0;1;3,63758616;0,021917808;0;1;1_Entrenamiento;1;0,654148118;1;0,793064143;1;0,666666667;0,079306414;91651,52825
491;27;0;3;0,02;0;1;42;1;2;0;1;3,737669618;0,016438356;0;1;1_Entrenamiento;1;0,823432932;1;0,88101388;1;0,714285714;0,088101388;92378,17399
63;48;0;2;0,02;1;2;25;2;1;0;1;3,218875825;0,032876712;0;1;1_Entrenamiento;1;0,978887643;1;1;1;1;0,1;93361,2441
659;18;0;3;0,02;1;1;41;2;1;0;1;3,713572067;0,065753425;0;1;1_Entrenamiento;1;0,776537163;1;0,854988023;1;0,714285714;0,085498802;92163,14688
737;18;1;2;0,03;1;2;35;2;1;1;2;3,555348061;0,016438356;0;0;1_Entrenamiento;0;0,502272528;1;0,550526596;1;0,666666667;0,05505266;89647,66922
843;24;0;3;0,04;1;2;50;2;1;0;1;3,912023005;0,016438356;0;0;2_Comprobación;1;0,507551957;1;0,518425324;0;0,64028777;0,051842532;89382,44667
725;6;1;2;0,02;0;4;41;2;2;1;1;3,713572067;0,016438356;1;0;2_Comprobación;0;0,832604159;0;0,724105803;0;0,610169492;0,07241058;91081,79052
598;18;1;3;0,02;1;3;31;2;2;0;1;3,433987204;0,016438356;1;1;2_Comprobación;1;0,589311588;1;0,805548479;1;0,714285714;0,080554848;91754,67455
950;18;0;1;0,03;0;2;40;2;3;1;2;3,688879454;0,021917808;0;1;1_Entrenamiento;0;0,615030729;1;0,501248896;1;0,666666667;0,05012489;89240,53405
457;12;1;3;0,03;1;1;35;1;1;0;1;3,555348061;0,016438356;0;0;2_Comprobación;0;0,543073028;0;0,589355628;0;0,8;0,058935563;89968,47689
691;15;1;2;0,03;0;4;25;2;1;1;1;3,218875825;0,016438356;1;1;1_Entrenamiento;0;0,773136127;0;0,870252112;0;0,8;0,087025211;92289,25965
449;15;1;2;0,03;0;3;61;2;2;0;1;4,110873864;0,010958904;1;0;1_Entrenamiento;0;0,740361774;0;0,938827361;0;0,8;0,093882736;92855,83227
75;12;1;3;0,04;1;1;66;1;2;0;1;4,189654742;0,008219178;0;0;2_Comprobación;0;0,687908793;0;0,778498507;0;0,822033898;0,077849851;91531,18614
533;24;1;3;0,04;0;3;26;2;1;0;1;3,258096538;0,021917808;1;0;1_Entrenamiento;0;0,651955906;0;0,786183482;0;0,64028777;0,078618348;91594,67984
129;12;1;2;0,03;0;4;29;2;2;0;1;3,36729583;0,016438356;1;0;1_Entrenamiento;0;0,827054877;0;0,833522924;0;0,8;0,083352292;91985,80101
160;24;1;3;0,03;1;4;36;2;1;0;2;3,583518938;0,016438356;1;0;2_Comprobación;1;0,550108809;1;0,686106981;1;0,666666667;0,068610698;90767,84209
401;18;0;2;0,04;0;4;28;2;2;0;1;3,33220451;0,008219178;1;1;1_Entrenamiento;0;0,823431362;0;0,843621769;0;0,64028777;0,084362177;92069,23824
626;6;0;2;0,02;1;4;41;2;1;0;1;3,713572067;0,032876712;1;1;1_Entrenamiento;0;0,746109056;0;0,631580355;0;0,610169492;0,063158036;90317,34
375;48;0;3;0,02;0;2;37;3;1;0;1;3,610917913;0,008219178;0;1;2_Comprobación;1;0,963078379;1;1;1;1;0,1;93361,2441
827;18;0;2;0,02;1;2;36;2;2;0;2;3,583518938;0,016438356;0;1;1_Entrenamiento;1;0,636350631;1;0,827303912;1;0,714285714;0,082730391;91934,41917
653;36;1;3;0,02;1;2;42;2;4;0;1;3,737669618;0,016438356;0;1;1_Entrenamiento;1;0,92328636;1;0,909922935;1;0,875;0,090992294;92617,02226
818;36;1;1;0,02;1;2;43;2;1;0;1;3,761200116;0,010958904;0;1;1_Entrenamiento;1;0,92178171;1;0,826490057;1;0,875;0,082649006;91927,69506
568;48;1;3;0,04;1;2;41;2;2;0;2;3,713572067;0,065753425;0;1;1_Entrenamiento;1;0,942175115;1;1;1;1;0,1;93361,2441
798;24;1;3;0,04;0;2;54;2;2;0;1;3,988984047;0,016438356;0;0;1_Entrenamiento;0;0,610701854;0;0,530977351;0;0,64028777;0,053097735;89486,15224
262;18;1;3;0,02;1;1;36;1;3;0;1;3,583518938;0,016438356;0;1;2_Comprobación;1;0,741945438;1;0,867496962;1;0,714285714;0,086749696;92266,49645
728;48;0;3;0,04;0;1;59;3;1;0;1;4,077537444;0,010958904;0;1;2_Comprobación;1;0,930622675;1;1;1;1;0,1;93361,2441
386;18;1;1;0,04;0;4;21;3;1;0;1;3,044522438;0,032876712;1;0;1_Entrenamiento;0;0,809231311;0;0,776617077;0;0,64028777;0,077661708;91515,64166
722;12;1;2;0,04;0;4;24;2;1;1;1;3,17805383;0,016438356;1;0;1_Entrenamiento;0;0,894121217;0;0,88565263;0;0,822033898;0,088565263;92416,49961
906;21;1;3;0,02;1;4;24;2;1;1;1;3,17805383;0;1;1;1_Entrenamiento;1;0,603490074;1;0,560005295;1;0,714285714;0,05600053;89725,98277
652;24;1;3;0,04;1;4;45;2;1;0;1;3,80666249;0,032876712;1;0;1_Entrenamiento;0;0,579758691;0;0,690007398;0;0,64028777;0,06900074;90800,06756
534;24;1;1;0,04;1;2;25;2;2;0;1;3,218875825;0,016438356;0;1;1_Entrenamiento;1;0,507551957;1;0,518425324;0;0,64028777;0,051842532;89382,44667
417;18;1;2;0,01;0;2;23;3;2;0;1;3,135494216;0,032876712;0;1;1_Entrenamiento;1;0,674434106;1;0,668140359;1;0,636363636;0,066814036;90619,40083
15;24;1;2;0,04;0;2;32;2;1;1;1;3,465735903;0,016438356;0;0;1_Entrenamiento;0;0,606555216;0;0,779845277;0;0,64028777;0,077984528;91542,31323
180;36;0;1;0,01;1;2;28;2;2;0;1;3,33220451;0,032876712;0;1;1_Entrenamiento;1;0,958396725;1;0,612984428;1;0,6;0,061298443;90163,69938
828;36;1;3;0,03;1;1;47;1;1;0;1;3,850147602;0,008219178;0;1;1_Entrenamiento;1;0,91425756;1;1;1;1;0,1;93361,2441
594;24;1;3;0,04;1;2;40;2;1;0;1;3,688879454;0,021917808;0;0;2_Comprobación;1;0,512813468;1;0,518425324;0;0,64028777;0,051842532;89382,44667
164;36;1;3;0,04;1;3;36;2;1;0;1;3,583518938;0,008219178;1;0;1_Entrenamiento;1;0,747575268;1;0,811876678;1;0,805555556;0,081187668;91806,95849
606;24;0;2;0,03;1;4;74;2;1;0;1;4,304065093;0,032876712;1;1;1_Entrenamiento;1;0,565686949;1;0,615290653;1;0,666666667;0,061529065;90182,75355
225;36;1;2;0,04;1;2;27;2;2;0;1;3,295836866;0,016438356;0;1;2_Comprobación;1;0,788472693;1;0,856702749;1;0,805555556;0,085670275;92177,31405
925;12;1;1;0,04;1;2;46;2;2;0;1;3,828641396;0,032876712;0;0;1_Entrenamiento;0;0,76712689;0;0,755827594;0;0,822033898;0,075582759;91343,87777
344;10;1;1;0,01;1;3;37;2;1;1;2;3,610917913;0,032876712;1;1;1_Entrenamiento;1;0,54257894;1;0,723319552;1;0,5;0,072331955;91075,29447
697;12;1;1;0,01;0;3;38;2;1;1;1;3,63758616;0,016438356;1;0;2_Comprobación;0;0,539580402;0;0,513982947;1;0,5;0,051398295;89345,7435
174;21;1;1;0,02;1;3;26;2;2;0;1;3,258096538;0,032876712;1;0;1_Entrenamiento;1;0,678234164;1;0,751936258;1;0,714285714;0,075193626;91311,72732
398;12;1;3;0,01;1;4;46;3;2;0;1;3,828641396;0,032876712;1;0;1_Entrenamiento;1;0,537643119;0;0,522728783;1;0,5;0,052272878;89418,0021
464;18;0;3;0,04;1;2;34;2;2;0;1;3,526360525;0,065753425;0;0;1_Entrenamiento;0;0,60421571;0;0,507749539;0;0,64028777;0,050774954;89294,24273
369;18;0;3;0,02;0;4;40;3;1;0;1;3,688879454;0,008219178;1;1;2_Comprobación;0;0,590892049;0;0,547982518;1;0,714285714;0,054798252;89626,6499
912;30;1;3;0,02;0;2;25;2;1;0;1;3,218875825;0,008219178;0;1;1_Entrenamiento;1;0,791342574;1;0,649557437;1;0,714285714;0,064955744;90465,86767
713;9;1;2;0,04;1;4;25;2;2;1;1;3,218875825;0,008219178;1;0;2_Comprobación;0;0,881429657;0;0,888224589;0;0,822033898;0,088822459;92437,74929
717;18;1;2;0,04;1;1;32;1;1;0;1;3,465735903;0,032876712;0;0;2_Comprobación;0;0,513208591;1;0,51842357;0;0,64028777;0,051842357;89382,43218
774;12;1;1;0,02;1;1;66;1;3;1;1;4,189654742;0,008219178;0;0;2_Comprobación;1;0,598486737;1;0,581240633;0;0,610169492;0,058124063;89901,43034
636;24;1;3;0,04;0;2;28;2;1;0;1;3,33220451;0,032876712;0;0;1_Entrenamiento;0;0,595584022;0;0,607411142;0;0,64028777;0,060741114;90117,65257
249;18;1;1;0,03;0;4;22;3;1;0;1;3,091042453;0,008219178;1;0;1_Entrenamiento;0;0,721861158;0;0,602445717;1;0,666666667;0,060244572;90076,62796
436;6;1;3;0,02;0;4;23;3;1;1;1;3,135494216;0,008219178;1;0;2_Comprobación;0;0,836959831;0;0,807908236;0;0,610169492;0,080790824;91774,171
676;24;0;3;0,04;1;2;33;2;1;0;1;3,496507561;0,016438356;0;1;1_Entrenamiento;1;0,507551957;1;0,518425324;0;0,64028777;0,051842532;89382,44667
349;9;1;3;0,04;1;1;32;1;2;0;2;3,465735903;0,010958904;0;0;1_Entrenamiento;0;0,750488007;0;0,778498507;0;0,822033898;0,077849851;91531,18614
73;42;0;3;0,02;0;4;41;2;2;1;1;3,713572067;0,032876712;1;1;1_Entrenamiento;1;0,910158235;1;0,797450367;1;0,875;0,079745037;91687,76749
695;6;1;2;0,02;1;3;50;3;1;0;1;3,912023005;0,008219178;1;0;1_Entrenamiento;0;0,722319371;0;0,636950696;0;0,610169492;0,06369507;90361,71005
856;10;1;3;0,04;0;3;40;2;1;0;1;3,688879454;0,021917808;1;0;1_Entrenamiento;0;0,893541437;0;0,8931267;0;0,822033898;0,08931267;92478,25081
229;24;0;1;0,04;1;1;22;1;1;0;1;3,091042453;0,032876712;0;0;1_Entrenamiento;1;0,643346815;1;0,51842357;0;0,64028777;0,051842357;89382,43218
927;48;1;3;0,04;1;1;39;1;3;0;2;3,663561646;0,016438356;0;1;2_Comprobación;1;0,956802827;1;1;1;1;0,1;93361,2441
702;24;1;3;0,04;0;1;47;1;1;0;1;3,850147602;0,032876712;0;0;1_Entrenamiento;1;0,52733437;1;0,549038786;0;0,64028777;0,054903879;89635,37684
29;60;0;3;0,03;1;1;63;2;2;0;1;4,143134726;0,016438356;0;1;2_Comprobación;1;0,993100713;1;1;1;1;0,1;93361,2441
569;48;1;2;0,03;0;2;31;2;1;0;1;3,433987204;0,032876712;0;1;1_Entrenamiento;1;0,941034469;1;0,671068169;1;0,8;0,067106817;90643,59056
330;24;1;1;0,02;1;1;75;1;2;0;1;4,317488114;0,016438356;0;1;2_Comprobación;1;0,845387281;1;0,867496962;1;0,714285714;0,086749696;92266,49645
418;21;1;3;0,01;0;2;31;2;1;0;1;3,433987204;0,016438356;0;0;2_Comprobación;1;0,728401508;1;0,733442817;1;0,636363636;0,073344282;91158,93346
535;21;1;1;0,02;1;2;33;3;1;0;1;3,496507561;0,032876712;0;1;2_Comprobación;1;0,719928682;1;0,778037123;1;0,714285714;0,077803712;91527,37416
56;12;1;1;0,02;1;1;52;2;1;0;1;3,951243719;0,065753425;0;1;1_Entrenamiento;1;0,646304094;1;0,615911928;0;0,610169492;0,061591193;90187,88656
682;15;1;2;0,04;0;4;33;2;2;0;1;3,496507561;0,010958904;1;0;2_Comprobación;0;0,864200634;0;0,924591994;0;0,822033898;0,092459199;92738,21886
