row_id;account_check_status;duration_in_month;credit_history;purpose;credit_amount;savings;present_emp_since;installment_as_income_perc;personal_status_sex;other_debtors;present_res_since;property;age;other_installment_plans;housing;credits_this_bank;job;people_under_maintenance;telephone;foreign_worker;default;K-mean;Partición;predictive_TAN;$BP-default;predictive_Markow;score_default;predictive_Logistic;$LP-default;default_predictive;insurance_price
512;3;15;0;0;2687;2;3;0,02;1;0;121,6666667;3;26;0;3;1;0;1;1;1;1;2;1_Entrenamiento;1;0,553470308;1;0,739130435;1;0,544578247;0,073913043;3,31173913
384;2;30;1;0;4272;3;2;0,02;1;0;60,83333333;3;26;0;2;2;1;1;0;1;1;3;2_Comprobación;1;0,948220091;1;1;1;0,851789434;0,1;3,39
905;1;12;0;1;1107;2;2;0,02;1;0;60,83333333;4;20;0;3;1;0;2;1;1;1;2;2_Comprobación;1;0,589018787;1;0,625;0;0,513110856;0,0625;3,2775
546;2;24;1;1;2022;2;2;0,04;0;0;121,6666667;2;37;0;2;1;0;1;1;1;1;1;1_Entrenamiento;1;0,845959351;1;0,777777778;1;0,737838888;0,077777778;3,323333333
107;3;12;0;1;6078;2;3;0,02;1;0;60,83333333;2;32;0;2;1;0;1;0;1;1;2;1_Entrenamiento;1;0,64247339;1;1;1;0,632362293;0,1;3,39
919;1;24;0;0;3345;2;3;0,04;1;0;60,83333333;3;39;0;3;1;0;1;1;1;2;2;2_Comprobación;0;0,764005321;0;0,526315789;0;0,73208619;0,052631579;3,247894737
919;1;24;0;0;3345;2;3;0,04;1;0;60,83333333;3;39;0;3;1;0;1;1;1;2;2;2_Comprobación;0;0,764005321;0;0,526315789;0;0,73208619;0,052631579;3,247894737
603;2;36;0;0;3349;2;2;0,04;0;0;60,83333333;2;28;0;2;1;0;1;1;1;2;5;1_Entrenamiento;1;0,636747064;0;0,5;0;0,502425201;0,05;3,24
603;2;36;0;0;3349;2;2;0,04;0;0;60,83333333;2;28;0;2;1;0;1;1;1;2;5;1_Entrenamiento;1;0,636747064;0;0,5;0;0,502425201;0,05;3,24
471;1;6;0;1;448;2;1;0,04;0;0;121,6666667;3;23;0;2;1;0;1;0;1;2;5;2_Comprobación;0;0,808850483;0;0,5;0;0,741807456;0,05;3,24
471;1;6;0;1;448;2;1;0,04;0;0;121,6666667;3;23;0;2;1;0;1;0;1;2;5;1_Entrenamiento;0;0,808850483;0;0,5;0;0,741807456;0,05;3,24
199;3;18;1;0;4297;2;3;0,04;1;0;91,25;1;40;0;2;1;0;1;1;1;2;3;2_Comprobación;0;0,609707114;0;0,571428571;1;0,501050142;0,057142857;3,261428571
199;3;18;1;0;4297;2;3;0,04;1;0;91,25;1;40;0;2;1;0;1;1;1;2;3;1_Entrenamiento;0;0,609707114;0;0,571428571;1;0,501050142;0,057142857;3,261428571
285;1;47;0;1;10722;2;1;0,01;0;0;30,41666667;4;35;0;2;1;1;1;1;1;1;5;1_Entrenamiento;0;0,921983671;1;1;0;0,834972038;0,1;3,39
793;3;24;0;0;2892;2;3;0,03;1;0;121,6666667;1;51;0;1;1;0;1;0;1;1;2;1_Entrenamiento;1;0,50414426;1;0,571428571;0;0,50491835;0,057142857;3,261428571
726;2;15;1;1;1316;3;2;0,02;0;0;60,83333333;3;47;0;2;2;1;1;0;1;1;1;2_Comprobación;1;0,939215567;1;0,8;1;0,901948649;0,08;3,33
244;2;12;0;1;3447;3;2;0,04;0;0;91,25;4;35;0;2;1;1;2;0;1;1;5;1_Entrenamiento;1;0,937659347;1;0,8;1;0,808296978;0,08;3,33
376;2;18;1;1;2320;2;1;0,02;0;0;91,25;4;34;0;2;2;0;1;0;1;1;1;1_Entrenamiento;1;0,780251899;1;0,571428571;1;0,865036526;0,057142857;3,261428571
415;2;36;1;1;5842;2;3;0,02;1;0;60,83333333;3;35;0;2;2;0;2;1;1;1;3;1_Entrenamiento;1;0,934614551;1;1;1;0,823085564;0,1;3,39
97;3;18;0;0;2622;3;2;0,04;1;0;121,6666667;2;34;0;2;1;0;1;0;1;1;2;1_Entrenamiento;1;0,654303391;0;0,5;1;0,535370135;0,05;3,24
298;2;18;0;0;2515;2;2;0,03;1;0;121,6666667;4;43;0;2;1;0;1;1;1;1;2;2_Comprobación;1;0,829595431;1;0,777777778;1;0,839383156;0,077777778;3,323333333
607;3;36;0;1;2671;3;2;0,04;0;1;121,6666667;1;50;0;1;1;0;1;0;1;2;5;1_Entrenamiento;0;0,678415832;0;1;0;0,731081086;0,1;3,39
607;3;36;0;1;2671;3;2;0,04;0;1;121,6666667;1;50;0;1;1;0;1;0;1;2;5;1_Entrenamiento;0;0,678415832;0;1;0;0,731081086;0,1;3,39
363;2;6;0;0;1766;2;2;0,01;0;0;60,83333333;3;21;0;3;1;0;1;0;1;1;5;1_Entrenamiento;1;0,899560634;1;1;1;0,765656122;0,1;3,39
743;1;24;0;0;2483;3;2;0,04;1;0;121,6666667;4;22;1;2;1;0;1;1;1;1;2;1_Entrenamiento;0;0,58085993;1;1;0;0,736369121;0,1;3,39
959;3;24;0;0;3069;3;3;0,04;1;0;121,6666667;1;30;0;1;1;0;1;0;1;1;2;1_Entrenamiento;1;0,554695528;1;1;0;0,516929413;0,1;3,39
2;2;12;1;1;2096;2;3;0,02;1;0;91,25;4;49;0;2;1;1;2;0;1;1;3;1_Entrenamiento;1;0,981129085;1;1;1;0,958563445;0,1;3,39
694;2;24;0;1;2284;2;3;0,04;1;0;60,83333333;2;28;0;2;1;0;1;1;1;1;2;2_Comprobación;1;0,837689729;1;0,8;1;0,774226483;0,08;3,33
68;2;36;0;1;1819;2;2;0,04;1;0;121,6666667;1;37;1;1;1;0;1;1;1;2;2;2_Comprobación;0;0,722571994;0;1;0;0,639976952;0,1;3,39
68;2;36;0;1;1819;2;2;0,04;1;0;121,6666667;1;37;1;1;1;0;1;1;1;2;2;1_Entrenamiento;0;0,722571994;0;1;0;0,639976952;0,1;3,39
351;3;9;0;0;959;2;2;0,01;0;0;60,83333333;2;29;0;2;1;0;1;0;0;2;5;1_Entrenamiento;1;0,72492447;1;0,612903226;1;0,618960027;0,061290323;3,273870968
351;3;9;0;0;959;2;2;0,01;0;0;60,83333333;2;29;0;2;1;0;1;0;0;2;5;2_Comprobación;1;0,72492447;1;0,612903226;1;0,618960027;0,061290323;3,273870968
125;1;12;1;1;2121;2;2;0,04;1;0;60,83333333;3;30;0;2;2;0;1;0;1;1;3;2_Comprobación;1;0,517086645;1;0,625;0;0,562885673;0,0625;3,2775
987;2;13;0;1;1409;3;1;0,02;0;0;121,6666667;4;64;0;2;1;0;1;0;1;1;5;2_Comprobación;1;1;1;1;1;0,905723001;0,1;3,39
168;2;24;0;0;3972;2;3;0,02;0;0;121,6666667;3;25;0;3;1;0;1;1;1;1;5;2_Comprobación;1;0,807375598;1;1;1;0,669422125;0,1;3,39
480;3;12;1;1;3573;2;2;0,01;0;0;30,41666667;4;23;0;2;1;1;1;0;1;1;1;1_Entrenamiento;1;0,89648508;1;0,612903226;1;0,720819143;0,061290323;3,273870968
885;1;12;0;1;795;2;1;0,04;0;0;121,6666667;3;53;0;2;1;0;1;0;1;2;5;2_Comprobación;0;0,587620474;0;0,5;0;0,725547032;0,05;3,24
885;1;12;0;1;795;2;1;0,04;0;0;121,6666667;3;53;0;2;1;0;1;0;1;2;5;2_Comprobación;0;0,587620474;0;0,5;0;0,725547032;0,05;3,24
712;2;21;0;1;2476;1;3;0,04;1;0;121,6666667;4;46;0;2;1;0;1;1;1;1;2;1_Entrenamiento;1;0,870705627;1;1;1;0,927607369;0,1;3,39
615;3;48;0;0;12204;1;2;0,02;1;0;60,83333333;2;48;1;2;1;0;1;1;1;1;2;1_Entrenamiento;1;0,963736973;1;1;0;0,773345708;0,1;3,39
185;2;15;1;1;1360;2;2;0,04;1;0;60,83333333;3;31;0;2;2;0;1;0;1;1;3;1_Entrenamiento;1;0,913527473;1;1;1;0,8131954;0,1;3,39
803;2;12;1;1;976;1;3;0,04;1;0;121,6666667;2;35;0;2;2;0;1;0;1;1;3;1_Entrenamiento;1;0,952702976;1;1;1;0,954346551;0,1;3,39
850;1;20;1;1;2235;2;2;0,04;0;2;60,83333333;3;33;1;3;2;0;1;0;0;2;1;2_Comprobación;0;0,689185473;0;0,888888889;0;0,871610418;0,088888889;3,356666667
850;1;20;1;1;2235;2;2;0,04;0;2;60,83333333;3;33;1;3;2;0;1;0;0;2;1;2_Comprobación;0;0,689185473;0;0,888888889;0;0,871610418;0,088888889;3,356666667
1;3;48;0;1;5951;2;2;0,02;0;0;60,83333333;4;22;0;2;1;0;1;0;1;2;5;1_Entrenamiento;0;0,94448924;0;1;0;0,738927714;0,1;3,39
1;3;48;0;1;5951;2;2;0,02;0;0;60,83333333;4;22;0;2;1;0;1;0;1;2;5;1_Entrenamiento;0;0,94448924;0;1;0;0,738927714;0,1;3,39
902;2;36;1;1;10477;1;3;0,02;1;0;121,6666667;1;42;0;1;2;0;1;0;1;1;3;1_Entrenamiento;1;0,809972611;1;1;1;0,855091324;0,1;3,39
832;1;45;0;0;11816;2;3;0,02;1;0;121,6666667;2;29;0;3;2;0;1;0;1;2;4;2_Comprobación;0;0,920663911;0;1;0;0,839131214;0,1;3,39
832;1;45;0;0;11816;2;3;0,02;1;0;121,6666667;2;29;0;3;2;0;1;0;1;2;4;1_Entrenamiento;0;0,920663911;0;1;0;0,839131214;0,1;3,39
159;2;6;1;1;1898;1;2;0,01;1;0;60,83333333;4;34;0;2;2;1;2;0;1;1;3;1_Entrenamiento;1;0,991223839;1;0,777777778;1;0,978168139;0,077777778;3,323333333
450;2;36;1;1;11054;1;2;0,04;1;0;60,83333333;2;30;0;2;1;0;1;1;1;1;3;1_Entrenamiento;1;0,629646533;1;1;1;0,738477571;0,1;3,39
597;3;24;0;0;4241;2;2;0,01;1;0;121,6666667;4;36;0;2;3;1;1;1;1;2;2;2_Comprobación;1;0,503982474;0;0,8;1;0,633821761;0,08;3,33
597;3;24;0;0;4241;2;2;0,01;1;0;121,6666667;4;36;0;2;3;1;1;1;1;2;2;2_Comprobación;1;0,503982474;0;0,8;1;0,633821761;0,08;3,33
687;3;36;1;1;2862;3;3;0,04;1;0;91,25;1;30;0;1;1;0;1;0;1;1;3;1_Entrenamiento;0;0,561931709;1;1;1;0,535814443;0,1;3,39
733;2;24;0;1;2603;3;2;0,02;0;0;121,6666667;2;28;0;3;1;0;1;1;1;1;5;2_Comprobación;1;0,849614497;1;0,777777778;1;0,739365483;0,077777778;3,323333333
345;2;15;1;1;1459;2;2;0,04;0;0;60,83333333;2;43;0;2;1;1;1;0;1;1;1;2_Comprobación;1;0,943804505;1;1;1;0,799579547;0,1;3,39
209;2;12;0;1;1413;3;3;0,03;1;0;60,83333333;3;55;0;2;1;0;1;0;0;1;2;1_Entrenamiento;1;0,846389233;1;0,866666667;1;0,916475994;0,086666667;3,35
128;3;12;1;1;1860;2;1;0,04;1;0;60,83333333;2;34;0;2;2;0;1;1;1;1;3;1_Entrenamiento;1;0,693850727;0;0,551724138;1;0,578813787;0,055172414;3,255517241
339;3;10;0;0;1521;2;2;0,04;1;0;60,83333333;2;31;0;2;1;1;1;0;1;1;2;1_Entrenamiento;1;0,67070222;1;0,612903226;0;0,502014332;0,061290323;3,273870968
513;3;12;1;1;585;2;2;0,04;0;1;121,6666667;4;20;0;3;2;0;1;0;1;1;1;1_Entrenamiento;1;0,720294868;1;0,612903226;1;0,508567239;0,061290323;3,273870968
452;2;12;0;0;2759;2;3;0,02;1;0;121,6666667;3;34;0;2;2;0;1;0;1;1;2;1_Entrenamiento;1;0,925939667;1;1;1;0,872792006;0,1;3,39
707;3;12;0;0;2969;2;1;0,04;0;0;91,25;3;25;0;3;2;0;1;0;1;2;5;1_Entrenamiento;0;0,738654556;0;0,551724138;0;0,782956202;0,055172414;3,255517241
707;3;12;0;0;2969;2;1;0,04;0;0;91,25;3;25;0;3;2;0;1;0;1;2;5;1_Entrenamiento;0;0,738654556;0;0,551724138;0;0,782956202;0,055172414;3,255517241
698;2;18;1;1;1800;2;2;0,04;1;0;60,83333333;2;24;0;2;2;0;1;0;1;1;3;1_Entrenamiento;1;0,820404065;1;0,777777778;1;0,815006745;0,077777778;3,323333333
718;3;24;1;1;3148;1;2;0,03;1;0;60,83333333;2;31;0;2;2;0;1;1;1;1;3;1_Entrenamiento;1;0,855617049;1;0,666666667;1;0,740517036;0,066666667;3,29
96;2;12;1;1;2012;1;3;0,04;0;0;60,83333333;2;61;0;2;1;0;1;0;1;1;1;1_Entrenamiento;1;0,947050066;1;1;1;0,942974357;0,1;3,39
641;3;15;0;1;1308;2;3;0,04;1;0;121,6666667;2;38;0;2;2;1;1;0;1;1;2;1_Entrenamiento;1;0,684204761;1;0,739130435;1;0,593076055;0,073913043;3,31173913
230;3;36;0;1;4210;2;2;0,04;1;0;60,83333333;2;26;0;2;1;0;1;0;1;2;4;1_Entrenamiento;0;0,694722094;1;0,714285714;0;0,729741816;0,071428571;3,304285714
230;3;36;0;1;4210;2;2;0,04;1;0;60,83333333;2;26;0;2;1;0;1;0;1;2;4;2_Comprobación;0;0,694722094;1;0,714285714;0;0,729741816;0,071428571;3,304285714
327;2;24;0;1;1525;3;3;0,04;0;0;91,25;2;34;0;2;1;0;2;1;1;1;5;2_Comprobación;1;0,931147322;1;1;1;0,802473623;0,1;3,39
948;2;18;0;0;1533;2;1;0,04;0;1;30,41666667;3;43;0;2;1;1;2;0;1;2;5;1_Entrenamiento;1;0,617114293;1;0,571428571;1;0,608275555;0,057142857;3,261428571
948;2;18;0;0;1533;2;1;0,04;0;1;30,41666667;3;43;0;2;1;1;2;0;1;2;5;1_Entrenamiento;1;0,617114293;1;0,571428571;1;0,608275555;0,057142857;3,261428571
347;3;24;0;1;3758;3;1;0,01;0;0;121,6666667;1;23;0;3;1;1;1;0;1;1;5;1_Entrenamiento;1;0,567811836;0;0,5;0;0,69379066;0,05;3,24
195;3;9;1;1;1501;2;3;0,02;0;0;91,25;2;34;0;2;2;0;1;1;1;2;1;1_Entrenamiento;1;0,795830227;1;0,739130435;1;0,763133202;0,073913043;3,31173913
195;3;9;1;1;1501;2;3;0,02;0;0;91,25;2;34;0;2;2;0;1;1;1;2;1;1_Entrenamiento;1;0,795830227;1;0,739130435;1;0,763133202;0,073913043;3,31173913
303;1;10;1;1;1038;2;3;0,04;1;1;91,25;3;49;0;2;2;0;1;1;1;1;3;1_Entrenamiento;1;0,666637145;1;0,538461538;1;0,624301935;0,053846154;3,251538462
979;3;15;0;1;1264;3;2;0,02;0;0;60,83333333;3;25;0;3;1;0;1;0;1;2;5;2_Comprobación;0;0,69752214;1;0,538461538;0;0,524400181;0,053846154;3,251538462
979;3;15;0;1;1264;3;2;0,02;0;0;60,83333333;3;25;0;3;1;0;1;0;1;2;5;1_Entrenamiento;0;0,69752214;1;0,538461538;0;0,524400181;0,053846154;3,251538462
251;3;12;0;0;2251;2;2;0,01;0;0;60,83333333;2;46;0;2;1;1;1;0;1;1;5;2_Comprobación;1;0,86805192;1;0,612903226;1;0,610495492;0,061290323;3,273870968
466;1;24;1;1;1659;2;1;0,04;0;0;60,83333333;2;29;0;3;1;1;1;1;1;2;1;1_Entrenamiento;0;0,84145541;0;0,909090909;0;0,768315259;0,090909091;3,362727273
466;1;24;1;1;1659;2;1;0,04;0;0;60,83333333;2;29;0;3;1;1;1;1;1;2;1;1_Entrenamiento;0;0,84145541;0;0,909090909;0;0,768315259;0,090909091;3,362727273
505;2;10;0;1;1309;1;2;0,04;1;2;121,6666667;3;27;0;2;1;1;1;0;1;2;2;2_Comprobación;1;0,849037644;1;0,777777778;1;0,86262322;0,077777778;3,323333333
505;2;10;0;1;1309;1;2;0,04;1;2;121,6666667;3;27;0;2;1;1;1;0;1;2;2;2_Comprobación;1;0,849037644;1;0,777777778;1;0,86262322;0,077777778;3,323333333
506;3;15;1;1;2360;3;2;0,02;1;0;60,83333333;2;36;0;2;1;0;1;1;1;1;3;1_Entrenamiento;1;0,739959151;1;0,538461538;1;0,791301706;0,053846154;3,251538462
130;3;48;0;1;8487;1;3;0,01;0;0;60,83333333;2;24;0;2;1;0;1;0;1;1;5;1_Entrenamiento;1;0,955272121;1;1;0;0,511867561;0,1;3,39
193;2;6;0;1;2108;2;3;0,02;0;0;60,83333333;4;29;0;3;1;0;1;0;1;1;5;2_Comprobación;1;0,952954912;1;1;1;0,869040296;0,1;3,39
571;2;30;1;1;5954;2;3;0,03;1;1;60,83333333;2;38;0;2;1;0;1;0;1;1;3;1_Entrenamiento;1;0,898151165;1;1;1;0,83769135;0,1;3,39
521;1;18;0;1;3190;2;2;0,02;0;0;60,83333333;4;24;0;2;1;0;1;0;1;2;4;1_Entrenamiento;0;0,804939589;0;0,777777778;0;0,603957677;0,077777778;3,323333333
521;1;18;0;1;3190;2;2;0,02;0;0;60,83333333;4;24;0;2;1;0;1;0;1;2;4;1_Entrenamiento;0;0,804939589;0;0,777777778;0;0,603957677;0,077777778;3,323333333
526;2;15;1;1;1532;3;2;0,04;0;0;91,25;2;31;0;2;1;0;1;0;1;1;1;1_Entrenamiento;1;0,911544608;1;0,8;1;0,845708211;0,08;3,33
958;1;28;0;1;4006;2;2;0,03;1;0;60,83333333;2;45;0;2;1;1;1;0;1;2;4;1_Entrenamiento;0;0,601163196;0;0,75;0;0,682033162;0,075;3,315
958;1;28;0;1;4006;2;2;0,03;1;0;60,83333333;2;45;0;2;1;1;1;0;1;2;4;2_Comprobación;0;0,601163196;0;0,75;0;0,682033162;0,075;3,315
719;3;20;0;1;6148;3;3;0,03;0;0;121,6666667;2;31;1;2;2;0;1;1;1;1;5;1_Entrenamiento;1;0,552918372;1;1;0;0,661845153;0,1;3,39
499;3;6;1;1;1323;3;3;0,02;1;0;121,6666667;2;28;0;2;2;0;2;1;1;1;3;1_Entrenamiento;1;0,721749796;0;0,533333333;1;0,884069046;0,053333333;3,25
871;3;6;1;1;1343;2;3;0,01;1;0;121,6666667;4;46;0;2;2;0;2;0;0;1;3;1_Entrenamiento;1;0,957621385;1;0,739130435;1;0,912037575;0,073913043;3,31173913
30;3;18;0;0;1913;3;1;0,03;0;0;91,25;4;36;1;2;1;0;1;1;1;1;5;2_Comprobación;0;0,629565717;0;0,666666667;0;0,618131483;0,066666667;3,29
132;2;15;0;0;2708;2;1;0,02;1;0;91,25;3;27;1;2;2;1;1;0;1;1;2;1_Entrenamiento;0;0,532128899;0;0,5;1;0,610857451;0,05;3,24
186;3;9;0;1;5129;2;3;0,02;0;0;121,6666667;1;74;1;1;1;0;2;1;1;2;5;1_Entrenamiento;0;0,608624022;0;1;0;0,612461152;0,1;3,39
186;3;9;0;1;5129;2;3;0,02;0;0;121,6666667;1;74;1;1;1;0;2;1;1;2;5;1_Entrenamiento;0;0,608624022;0;1;0;0,612461152;0,1;3,39
134;2;60;0;1;10144;3;3;0,02;0;0;121,6666667;4;21;0;2;1;0;1;1;1;1;5;1_Entrenamiento;1;1;1;1;1;0,601977247;0,1;3,39
778;2;36;1;1;5711;3;3;0,04;1;0;60,83333333;2;38;0;2;2;0;1;1;1;1;3;2_Comprobación;1;0,932578149;1;1;1;0,840110095;0,1;3,39
20;2;9;1;1;2134;2;2;0,04;1;0;121,6666667;2;48;0;2;3;0;1;1;1;1;3;1_Entrenamiento;1;0,942717171;1;1;1;0,872236383;0,1;3,39
212;1;27;0;0;5293;2;1;0,02;1;0;121,6666667;3;50;1;2;2;0;1;1;1;2;4;1_Entrenamiento;0;0,830939386;0;1;0;0,834355774;0,1;3,39
212;1;27;0;0;5293;2;1;0,02;1;0;121,6666667;3;50;1;2;2;0;1;1;1;2;4;1_Entrenamiento;0;0,830939386;0;1;0;0,834355774;0,1;3,39
57;2;36;1;1;9566;2;2;0,02;0;0;60,83333333;2;31;1;2;2;0;1;0;1;1;1;2_Comprobación;0;0,660003158;0;0,666666667;0;0,550328131;0,066666667;3,29
901;2;20;1;1;3485;1;1;0,02;1;0;121,6666667;4;44;0;2;2;0;1;1;1;1;3;1_Entrenamiento;1;0,819985215;1;1;1;0,950930418;0,1;3,39
674;2;21;1;0;2580;3;1;0,04;1;0;60,83333333;4;41;1;2;1;1;2;0;1;2;3;2_Comprobación;1;0,653255271;0;1;1;0,791584408;0,1;3,39
674;2;21;1;0;2580;3;1;0,04;1;0;60,83333333;4;41;1;2;1;1;2;0;1;2;3;1_Entrenamiento;1;0,653255271;0;1;1;0,791584408;0,1;3,39
996;1;30;0;1;3857;2;2;0,04;1;0;121,6666667;3;40;0;2;1;0;1;1;1;1;2;1_Entrenamiento;0;0,69501841;0;0,777777778;0;0,789317968;0,077777778;3,323333333
749;2;15;0;1;3029;2;3;0,02;1;0;60,83333333;2;33;0;2;1;0;1;0;1;1;2;1_Entrenamiento;1;0,949032597;1;1;1;0,881604277;0,1;3,39
333;2;48;1;1;11590;3;2;0,02;0;0;121,6666667;2;24;1;3;2;1;1;0;1;2;1;1_Entrenamiento;0;0,723870978;0;1;0;0,657786194;0,1;3,39
333;2;48;1;1;11590;3;2;0,02;0;0;121,6666667;2;24;1;3;2;1;1;0;1;2;1;1_Entrenamiento;0;0,723870978;0;1;0;0,657786194;0,1;3,39
662;2;21;0;0;2241;2;3;0,04;1;0;60,83333333;4;50;0;2;2;0;1;0;1;1;2;2_Comprobación;1;0,802857531;1;0,8;1;0,861080257;0,08;3,33
226;3;48;0;1;10961;3;3;0,01;1;1;60,83333333;1;27;1;2;2;0;1;1;1;2;2;2_Comprobación;0;0,8504246;0;1;0;0,821239054;0,1;3,39
226;3;48;0;1;10961;3;3;0,01;1;1;60,83333333;1;27;1;2;2;0;1;1;1;2;2;2_Comprobación;0;0,8504246;0;1;0;0,821239054;0,1;3,39
270;2;18;0;1;2662;1;3;0,04;1;0;91,25;3;32;0;2;1;0;1;0;0;1;2;1_Entrenamiento;1;0,88193526;1;1;1;0,879494676;0,1;3,39
701;1;48;1;1;6331;2;3;0,04;1;0;121,6666667;1;46;0;1;2;0;1;1;1;2;3;2_Comprobación;0;0,925138032;0;0,8;0;0,772453383;0,08;3,33
701;1;48;1;1;6331;2;3;0,04;1;0;121,6666667;1;46;0;1;2;0;1;1;1;2;3;1_Entrenamiento;0;0,925138032;0;0,8;0;0,772453383;0,08;3,33
424;3;12;0;0;2762;1;3;0,01;0;0;60,83333333;3;25;1;2;1;0;1;1;1;2;5;1_Entrenamiento;1;0,813629146;0;1;1;0,618151065;0,1;3,39
424;3;12;0;0;2762;1;3;0,01;0;0;60,83333333;3;25;1;2;1;0;1;1;1;2;5;2_Comprobación;1;0,813629146;0;1;1;0,618151065;0,1;3,39
654;2;24;1;1;2346;2;3;0,04;1;0;91,25;2;35;0;2;2;0;1;1;1;1;3;1_Entrenamiento;1;0,890517655;1;0,8;1;0,859631533;0,08;3,33
705;2;15;0;1;5324;3;3;0,01;0;0;121,6666667;1;35;0;1;1;0;1;0;1;1;5;1_Entrenamiento;1;0,734891469;1;1;1;0,851144082;0,1;3,39
342;3;18;0;1;3213;3;1;0,01;0;0;91,25;4;25;0;3;1;0;1;0;1;1;5;2_Comprobación;0;0,50727793;0;0,5;1;0,571582373;0,05;3,24
559;3;18;1;0;1928;2;1;0,02;1;0;60,83333333;4;31;0;2;2;1;1;0;1;2;3;1_Entrenamiento;1;0,516188882;0;0,666666667;1;0,725568324;0,066666667;3,29
559;3;18;1;0;1928;2;1;0,02;1;0;60,83333333;4;31;0;2;2;1;1;0;1;2;3;1_Entrenamiento;1;0,516188882;0;0,666666667;1;0,725568324;0,066666667;3,29
82;2;18;0;0;1568;3;2;0,03;0;0;121,6666667;3;24;0;3;1;1;1;0;1;1;5;2_Comprobación;1;0,864973307;1;0,777777778;1;0,68744417;0,077777778;3,323333333
264;2;10;1;1;1231;2;3;0,03;1;0;121,6666667;4;32;0;2;2;1;2;0;0;1;3;1_Entrenamiento;1;0,976781172;1;1;1;0,944763877;0,1;3,39
322;1;24;0;1;2910;2;3;0,02;1;0;30,41666667;1;34;0;1;1;0;1;1;1;1;2;1_Entrenamiento;0;0,596975571;0;0,526315789;0;0,588669035;0,052631579;3,247894737
442;3;20;1;1;2629;2;2;0,02;1;0;91,25;2;29;1;2;2;0;1;1;1;1;3;1_Entrenamiento;1;0,53885289;0;0,666666667;0;0,520366729;0,066666667;3,29
614;2;18;1;0;1808;2;3;0,04;0;0;30,41666667;4;22;0;2;1;0;1;0;1;2;1;1_Entrenamiento;1;0,762831079;1;0,8;1;0,86061409;0,08;3,33
614;2;18;1;0;1808;2;3;0,04;0;0;30,41666667;4;22;0;2;1;0;1;0;1;2;1;1_Entrenamiento;1;0,762831079;1;0,8;1;0,86061409;0,08;3,33
960;2;6;1;1;1740;2;3;0,02;0;0;60,83333333;4;30;0;3;2;0;1;0;1;1;1;2_Comprobación;1;0,964735048;1;1;1;0,920847692;0,1;3,39
967;2;15;0;1;3568;2;3;0,04;0;0;60,83333333;2;54;1;3;1;0;1;1;1;1;5;2_Comprobación;1;0,500281736;1;0,666666667;1;0,536244914;0,066666667;3,29
683;2;24;1;1;5103;2;1;0,03;0;0;91,25;1;47;0;1;3;0;1;1;1;1;1;1_Entrenamiento;1;0,662899209;1;1;1;0,643156241;0,1;3,39
365;2;12;0;0;1542;2;3;0,02;1;0;121,6666667;2;36;0;2;1;0;1;1;1;1;2;1_Entrenamiento;1;0,949032597;1;1;1;0,904176219;0,1;3,39
947;2;12;0;1;2859;1;1;0,04;1;0;121,6666667;1;38;0;2;1;0;1;1;1;1;2;1_Entrenamiento;1;0,733987511;1;1;1;0,774640075;0,1;3,39
969;1;11;1;1;3939;2;2;0,01;1;0;60,83333333;4;40;0;2;2;1;2;0;1;1;3;1_Entrenamiento;1;0,802555405;0;0,666666667;1;0,73732212;0,066666667;3,29
360;3;18;0;1;1239;1;2;0,04;1;0;121,6666667;1;61;0;1;1;0;1;0;1;1;2;1_Entrenamiento;0;0,675552004;1;0,666666667;1;0,610332818;0,066666667;3,29
721;3;6;0;1;433;3;1;0,04;0;0;60,83333333;3;24;1;3;1;0;2;0;1;2;5;1_Entrenamiento;0;0,865298642;0;0,857142857;0;0,774303215;0,085714286;3,347142857
721;3;6;0;1;433;3;1;0,04;0;0;60,83333333;3;24;1;3;1;0;2;0;1;2;5;1_Entrenamiento;0;0,865298642;0;0,857142857;0;0,774303215;0,085714286;3,347142857
980;3;30;1;0;8386;2;3;0,02;1;0;60,83333333;3;49;0;2;1;0;1;0;1;2;3;1_Entrenamiento;1;0,757442248;0;1;1;0,583063358;0,1;3,39
980;3;30;1;0;8386;2;3;0,02;1;0;60,83333333;3;49;0;2;1;0;1;0;1;2;3;1_Entrenamiento;1;0,757442248;0;1;1;0,583063358;0,1;3,39
126;1;12;0;1;701;2;2;0,04;0;0;60,83333333;4;40;0;2;1;1;1;0;1;1;5;2_Comprobación;1;0,630217602;1;0,625;0;0,609558443;0,0625;3,2775
292;1;24;1;1;6419;2;3;0,02;0;0;121,6666667;1;44;0;1;2;0;2;1;1;1;1;1_Entrenamiento;1;0,612135207;1;0,6;0;0,606228004;0,06;3,27
86;3;18;1;0;1295;2;1;0,04;0;0;30,41666667;3;27;0;2;2;0;1;0;1;1;1;1_Entrenamiento;0;0,734279831;0;0,666666667;0;0,609005254;0,066666667;3,29
428;2;9;0;0;1313;2;3;0,01;1;0;121,6666667;2;20;0;2;1;0;1;0;1;1;2;2_Comprobación;1;0,969819842;1;1;1;0,922176264;0,1;3,39
22;1;10;1;1;2241;2;1;0,01;1;0;91,25;4;48;0;3;2;1;2;0;0;1;3;1_Entrenamiento;1;0,79936953;0;0,5;1;0,693978351;0,05;3,24
